content,clean_tokens,stemmed,label
semakin mudah karena bisa sync dengan e wallet lain .. gud,"['semakin', 'mudah', 'karena', 'bisa', 'sync', 'dengan', 'e', 'wallet', 'lain', 'gud']","['mudah', 'sync', 'wallet', 'gud']",1
waw,['waw'],['waw'],1
good option,"['good', 'option']","['good', 'option']",1
mantaap,['mantaap'],['mantaap'],1
Simpel,['simpel'],['simpel'],1
good,['good'],['good'],1
TOP,['top'],['top'],1
gampang,['gampang'],['gampang'],1
mantap,['mantap'],['mantap'],1
Nice,['nice'],['nice'],1
simple dan praktis,"['simple', 'dan', 'praktis']","['simple', 'praktis']",1
so good,"['so', 'good']","['so', 'good']",1
cepet ya,"['cepet', 'ya']",['cepet'],1
"Aplikasi yang banyak kenangannya, walaupun hanya pernah sekali pake ini, tapi itu akan menjadi saksi bisu bahwa diriku dulu pernah bahagia. Selamat menempuh perjalanan baru bersamanya, Shalza Sabylla ♡","['aplikasi', 'yang', 'banyak', 'kenangannya', 'walaupun', 'hanya', 'pernah', 'sekali', 'pake', 'ini', 'tapi', 'itu', 'akan', 'menjadi', 'saksi', 'bisu', 'bahwa', 'diriku', 'dulu', 'pernah', 'bahagia', 'selamat', 'menempuh', 'perjalanan', 'baru', 'bersamanya', 'shalza', 'sabylla']","['aplikasi', 'kenang', 'pake', 'saksi', 'bisu', 'diri', 'bahagia', 'selamat', 'tempuh', 'jalan', 'sama', 'shalza', 'sabylla']",1
sangat mempermudah,"['sangat', 'mempermudah']",['mudah'],1
proses cepat dan gak ribet,"['proses', 'cepat', 'dan', 'gak', 'ribet']","['proses', 'cepat', 'gak', 'ribet']",1
"Kalo bisa tambah metode pembayaran e-walet seperti OVO, DANA, SHOPEEPAY dan KASPRO, terima kasih.","['kalo', 'bisa', 'tambah', 'metode', 'pembayaran', 'e-walet', 'seperti', 'ovo', 'dana', 'shopeepay', 'dan', 'kaspro', 'terima', 'kasih']","['kalo', 'metode', 'bayar', 'e-walet', 'ovo', 'dana', 'shopeepay', 'kaspro', 'terima', 'kasih']",1
ok,['ok'],['ok'],1
josjis pokoke,"['josjis', 'pokoke']","['josjis', 'pokoke']",1
puas banget,"['puas', 'banget']","['puas', 'banget']",1
good application,"['good', 'application']","['good', 'application']",1
kenapa ga dari dulu punya 😝,"['kenapa', 'ga', 'dari', 'dulu', 'punya']",['ga'],1
very convenient to use,"['very', 'convenient', 'to', 'use']","['very', 'convenient', 'to', 'use']",1
good,['good'],['good'],1
sangat mudah dan simple.imformasinya juga lengkap,"['sangat', 'mudah', 'dan', 'simple.imformasinya', 'juga', 'lengkap']","['mudah', 'simple imformasinya', 'lengkap']",1
sangat membatu dan simple,"['sangat', 'membatu', 'dan', 'simple']","['batu', 'simple']",1
"ok..gmpng denk PK mtix, dulu susah login..aneh hehehe","['ok', 'gmpng', 'denk', 'pk', 'mtix', 'dulu', 'susah', 'login', 'aneh', 'hehehe']","['ok', 'gmpng', 'denk', 'pk', 'mtix', 'susah', 'login', 'aneh', 'hehehe']",1
awesome,['awesome'],['awesome'],1
very good,"['very', 'good']","['very', 'good']",1
good,['good'],['good'],1
oke bangett,"['oke', 'bangett']","['oke', 'bangett']",1
oke,['oke'],['oke'],1
ok,['ok'],['ok'],1
mantap,['mantap'],['mantap'],1
ok,['ok'],['ok'],1
nice,['nice'],['nice'],1
ok,['ok'],['ok'],1
aplikasi mudah di gunakan....berikan promo yg bagus..biar banyak yg nonton ..dan semakin banyak masyarakat yg nonton..,"['aplikasi', 'mudah', 'di', 'gunakan', 'berikan', 'promo', 'yg', 'bagus', 'biar', 'banyak', 'yg', 'nonton', 'dan', 'semakin', 'banyak', 'masyarakat', 'yg', 'nonton']","['aplikasi', 'mudah', 'promo', 'yg', 'bagus', 'biar', 'yg', 'nonton', 'masyarakat', 'yg', 'nonton']",1
baguss,['baguss'],['baguss'],1
simple,['simple'],['simple'],1
ok banget,"['ok', 'banget']","['ok', 'banget']",1
keren,['keren'],['keren'],1
"Cepat, Mudah & Inovatif","['cepat', 'mudah', 'inovatif']","['cepat', 'mudah', 'inovatif']",1
apik,['apik'],['apik'],1
sangat dimudah buat pesan tiket,"['sangat', 'dimudah', 'buat', 'pesan', 'tiket']","['mudah', 'pesan', 'tiket']",1
sangat mudah cepat dan tidak perlu antri ga perlu takut kita sudah terkontrol by smart phone dan good system.,"['sangat', 'mudah', 'cepat', 'dan', 'tidak', 'perlu', 'antri', 'ga', 'perlu', 'takut', 'kita', 'sudah', 'terkontrol', 'by', 'smart', 'phone', 'dan', 'good', 'system']","['mudah', 'cepat', 'antri', 'ga', 'takut', 'kontrol', 'by', 'smart', 'phone', 'good', 'system']",1
lemot,['lemot'],['lot'],1
ok,['ok'],['ok'],1
cepat dan mudah,"['cepat', 'dan', 'mudah']","['cepat', 'mudah']",1
"terbaik,semoga makin banyak promo","['terbaik', 'semoga', 'makin', 'banyak', 'promo']","['baik', 'moga', 'promo']",1
ok,['ok'],['ok'],1
"aplikasinya sudah bagus, namun ada sedikit masalah pada saya, poster film dan trailler filmnya tidak muncul atau tidak terload, mohon bantuanya untuk developer, apakah ini bug di saya saja atau emang lagi trouble","['aplikasinya', 'sudah', 'bagus', 'namun', 'ada', 'sedikit', 'masalah', 'pada', 'saya', 'poster', 'film', 'dan', 'trailler', 'filmnya', 'tidak', 'muncul', 'atau', 'tidak', 'terload', 'mohon', 'bantuanya', 'untuk', 'developer', 'apakah', 'ini', 'bug', 'di', 'saya', 'saja', 'atau', 'emang', 'lagi', 'trouble']","['aplikasi', 'bagus', 'poster', 'film', 'trailler', 'film', 'muncul', 'terload', 'bantuanya', 'developer', 'bug', 'emang', 'trouble']",1
wah banget,"['wah', 'banget']",['banget'],1
suka,['suka'],['suka'],1
Nongton Koboy ngeinjek gituan di XXI ya manataap,"['nongton', 'koboy', 'ngeinjek', 'gituan', 'di', 'xxi', 'ya', 'manataap']","['nongton', 'koboy', 'ngeinjek', 'gituan', 'xxi', 'manataap']",1
ok respon cepat,"['ok', 'respon', 'cepat']","['ok', 'respon', 'cepat']",1
"BURUK, PAYMENT FAILED SAAT LONG WEEKEND NATARU!","['buruk', 'payment', 'failed', 'saat', 'long', 'weekend', 'nataru']","['buruk', 'payment', 'failed', 'long', 'weekend', 'nataru']",0
pelayanan cepat,"['pelayanan', 'cepat']","['layan', 'cepat']",1
mudah banget,"['mudah', 'banget']","['mudah', 'banget']",1
lebih mudah cari bangku,"['lebih', 'mudah', 'cari', 'bangku']","['mudah', 'cari', 'bangku']",1
manteb,['manteb'],['manteb'],1
super easy to order! 👌,"['super', 'easy', 'to', 'order']","['super', 'easy', 'to', 'order']",1
Terbaik,['terbaik'],['baik'],1
pake allo bank gaess diskon,"['pake', 'allo', 'bank', 'gaess', 'diskon']","['pake', 'allo', 'bank', 'gaess', 'diskon']",1
asik,['asik'],['asik'],1
mantap,['mantap'],['mantap'],1
mantap,['mantap'],['mantap'],1
Kasih discount donk,"['kasih', 'discount', 'donk']","['kasih', 'discount', 'donk']",1
balikin duitnya,"['balikin', 'duitnya']","['balikin', 'duit']",0
Mempermudah akses & nonton pun jd nyaman bgt.. 🥰,"['mempermudah', 'akses', 'nonton', 'pun', 'jd', 'nyaman', 'bgt']","['mudah', 'akses', 'nonton', 'jd', 'nyaman', 'bgt']",1
mantap,['mantap'],['mantap'],1
"mohon di perbaiki sistem voucher nya,, saya mau pake voucher tpi keburu kehabisan waktu untuk proses pembayaran nya,, saya coba lgi buat beli tiket sekalian pake voucher lgi malah ga bisa karena katanya udh ke pake... padahal voucher belum ke pake buat beli tiket","['mohon', 'di', 'perbaiki', 'sistem', 'voucher', 'nya', 'saya', 'mau', 'pake', 'voucher', 'tpi', 'keburu', 'kehabisan', 'waktu', 'untuk', 'proses', 'pembayaran', 'nya', 'saya', 'coba', 'lgi', 'buat', 'beli', 'tiket', 'sekalian', 'pake', 'voucher', 'lgi', 'malah', 'ga', 'bisa', 'karena', 'katanya', 'udh', 'ke', 'pake', 'padahal', 'voucher', 'belum', 'ke', 'pake', 'buat', 'beli', 'tiket']","['baik', 'sistem', 'voucher', 'pake', 'voucher', 'tpi', 'keburu', 'habis', 'waktu', 'proses', 'bayar', 'coba', 'lgi', 'beli', 'tiket', 'pake', 'voucher', 'lgi', 'ga', 'udh', 'pake', 'voucher', 'pake', 'beli', 'tiket']",0
mempermudah..👍,['mempermudah'],['mudah'],1
memudahkan,['memudahkan'],['mudah'],1
mudah,['mudah'],['mudah'],1
mantaaaaapz,['mantaaaaapz'],['mantaaaaapz'],1
Good,['good'],['good'],1
"Semakin mudah untuk pembelian tiket. Hanya saja kena biaya Administrasi, tapi masik okey gak perlu antri. Thanks","['semakin', 'mudah', 'untuk', 'pembelian', 'tiket', 'hanya', 'saja', 'kena', 'biaya', 'administrasi', 'tapi', 'masik', 'okey', 'gak', 'perlu', 'antri', 'thanks']","['mudah', 'beli', 'tiket', 'biaya', 'administrasi', 'masik', 'okey', 'gak', 'antri', 'thanks']",1
ok,['ok'],['ok'],1
Sangat Membantu,"['sangat', 'membantu']",['bantu'],1
ok,['ok'],['ok'],1
Dgn aps ini pemesanan tiket JD mudah,"['dgn', 'aps', 'ini', 'pemesanan', 'tiket', 'jd', 'mudah']","['dgn', 'aps', 'mesan', 'tiket', 'jd', 'mudah']",1
sangat praktis & memudahkan,"['sangat', 'praktis', 'memudahkan']","['praktis', 'mudah']",1
good,['good'],['good'],1
ok,['ok'],['ok'],1
"Simple banget dan skrg banyak kemajuan M-Tix. Karena, pendaftaran metode pembayarannya mudah sekali. Serta, memudahkan kami dalam bertransaksi. Interfacenya skrg sudah super duper modern","['simple', 'banget', 'dan', 'skrg', 'banyak', 'kemajuan', 'm-tix', 'karena', 'pendaftaran', 'metode', 'pembayarannya', 'mudah', 'sekali', 'serta', 'memudahkan', 'kami', 'dalam', 'bertransaksi', 'interfacenya', 'skrg', 'sudah', 'super', 'duper', 'modern']","['simple', 'banget', 'skrg', 'maju', 'm-tix', 'daftar', 'metode', 'bayar', 'mudah', 'mudah', 'transaksi', 'interfacenya', 'skrg', 'super', 'duper', 'modern']",1
"sebaiknya tidak usah ada admin fee kan sudah di aplikasi resminya, dan jangan digiring untuk wajib beli popcorn","['sebaiknya', 'tidak', 'usah', 'ada', 'admin', 'fee', 'kan', 'sudah', 'di', 'aplikasi', 'resminya', 'dan', 'jangan', 'digiring', 'untuk', 'wajib', 'beli', 'popcorn']","['admin', 'fee', 'aplikasi', 'resmi', 'giring', 'wajib', 'beli', 'popcorn']",1
keren,['keren'],['keren'],1
top,['top'],['top'],1
"bagus, mudah dan cepat","['bagus', 'mudah', 'dan', 'cepat']","['bagus', 'mudah', 'cepat']",1
mantap,['mantap'],['mantap'],1
Bagus,['bagus'],['bagus'],1
aplikasi ini memudahkan kita untuk beli tiket nonton secara online tanpa ngantri lagi. bisa juga order makanan dan minuman.,"['aplikasi', 'ini', 'memudahkan', 'kita', 'untuk', 'beli', 'tiket', 'nonton', 'secara', 'online', 'tanpa', 'ngantri', 'lagi', 'bisa', 'juga', 'order', 'makanan', 'dan', 'minuman']","['aplikasi', 'mudah', 'beli', 'tiket', 'nonton', 'online', 'ngantri', 'order', 'makan', 'minum']",1
Thank you for your kind assistance in purchasing the tickets smoothly without having to queue. Truly appreciated. by. JURAGAN SEBLAK RD,"['thank', 'you', 'for', 'your', 'kind', 'assistance', 'in', 'purchasing', 'the', 'tickets', 'smoothly', 'without', 'having', 'to', 'queue', 'truly', 'appreciated', 'by', 'juragan', 'seblak', 'rd']","['thank', 'you', 'for', 'your', 'kind', 'assistance', 'in', 'purchasing', 'the', 'tickets', 'smoothly', 'without', 'having', 'to', 'queue', 'truly', 'appreciated', 'by', 'juragan', 'seblak', 'rd']",1
keren,['keren'],['keren'],1
good,['good'],['good'],1
kereen,['kereen'],['kereen'],1
ok,['ok'],['ok'],1
mudah terbaik,"['mudah', 'terbaik']","['mudah', 'baik']",1
kerenn,['kerenn'],['kerenn'],1
sangat membantu,"['sangat', 'membantu']",['bantu'],1
i love it,"['i', 'love', 'it']","['love', 'it']",1
mantap bikin gak ngantri pesen tiket,"['mantap', 'bikin', 'gak', 'ngantri', 'pesen', 'tiket']","['mantap', 'bikin', 'gak', 'ngantri', 'sen', 'tiket']",1
gak ribet cepat,"['gak', 'ribet', 'cepat']","['gak', 'ribet', 'cepat']",1
Selalu mudah kalau pake m.tix. 👍🏾,"['selalu', 'mudah', 'kalau', 'pake', 'm.tix']","['mudah', 'pake', 'm tix']",1
oke,['oke'],['oke'],1
mntap,['mntap'],['mntap'],1
Good,['good'],['good'],1
simpel & praktis.,"['simpel', 'praktis']","['simpel', 'praktis']",1
freeze saat muncul notif ijinkan lokasi di samsung 25 ultra,"['freeze', 'saat', 'muncul', 'notif', 'ijinkan', 'lokasi', 'di', 'samsung', '25', 'ultra']","['freeze', 'muncul', 'notif', 'ijinkan', 'lokasi', 'samsung', '25', 'ultra']",0
sangat mudah untuk membeli tiket tanpa harus mengantri,"['sangat', 'mudah', 'untuk', 'membeli', 'tiket', 'tanpa', 'harus', 'mengantri']","['mudah', 'beli', 'tiket', 'antri']",1
gak pake repot antri di locket,"['gak', 'pake', 'repot', 'antri', 'di', 'locket']","['gak', 'pake', 'repot', 'antri', 'locket']",1
sangat membantu dalam pemesanan tiket nonton,"['sangat', 'membantu', 'dalam', 'pemesanan', 'tiket', 'nonton']","['bantu', 'mesan', 'tiket', 'nonton']",1
mantap,['mantap'],['mantap'],1
sungguh terbantu dg mtix saat tak bw uang tunai.,"['sungguh', 'terbantu', 'dg', 'mtix', 'saat', 'tak', 'bw', 'uang', 'tunai']","['sungguh', 'bantu', 'dg', 'mtix', 'bw', 'uang', 'tunai']",1
it so fast ....and easy,"['it', 'so', 'fast', 'and', 'easy']","['it', 'so', 'fast', 'and', 'easy']",1
top,['top'],['top'],1
Nice,['nice'],['nice'],1
cepat boking film nya,"['cepat', 'boking', 'film', 'nya']","['cepat', 'boking', 'film']",1
klo bisa ngk usah pakai biaya admin klo pesan online,"['klo', 'bisa', 'ngk', 'usah', 'pakai', 'biaya', 'admin', 'klo', 'pesan', 'online']","['klo', 'ngk', 'pakai', 'biaya', 'admin', 'klo', 'pesan', 'online']",1
bagus bgt sangat mudah,"['bagus', 'bgt', 'sangat', 'mudah']","['bagus', 'bgt', 'mudah']",1
good,['good'],['good'],1
good,['good'],['good'],1
pembelian tiket melalui m-tix memang sangat membantu dan tidak perlu antri di konter,"['pembelian', 'tiket', 'melalui', 'm-tix', 'memang', 'sangat', 'membantu', 'dan', 'tidak', 'perlu', 'antri', 'di', 'konter']","['beli', 'tiket', 'm-tix', 'bantu', 'antri', 'konter']",1
cool and nice,"['cool', 'and', 'nice']","['cool', 'and', 'nice']",1
Bagus,['bagus'],['bagus'],1
Memudahkan pemesanan tiket,"['memudahkan', 'pemesanan', 'tiket']","['mudah', 'mesan', 'tiket']",1
permudah pesen tiket,"['permudah', 'pesen', 'tiket']","['mudah', 'sen', 'tiket']",1
jadi mudah beli tiket film nya,"['jadi', 'mudah', 'beli', 'tiket', 'film', 'nya']","['mudah', 'beli', 'tiket', 'film']",1
gambar film menghilang tolong dibenerin,"['gambar', 'film', 'menghilang', 'tolong', 'dibenerin']","['gambar', 'film', 'hilang', 'tolong', 'dibenerin']",1
cepat dan tidak ribet,"['cepat', 'dan', 'tidak', 'ribet']","['cepat', 'ribet']",1
Lebih mudah dan cepet.. thanks,"['lebih', 'mudah', 'dan', 'cepet', 'thanks']","['mudah', 'cepet', 'thanks']",1
mantap,['mantap'],['mantap'],1
beli makanan lewat aplikasi mungkin karena sedang ramai pengguna pesanan pending padahal pembayaran sudah beres kita di suruh menunggu jika pesanan berhasil pasti akan keluar barcode tapi sampai selesai film sama sekali GK keluar barcode nya akhirnya minta penjelasan ke pihak XXI katanya itu dari mtix nya kita di suruh mengadu ke call center nya di hari kerja tapi sekarang pihak mtix terlalu bertele-tele padahal sudah menunjukan bukti TF dan bukti pemesanan,"['beli', 'makanan', 'lewat', 'aplikasi', 'mungkin', 'karena', 'sedang', 'ramai', 'pengguna', 'pesanan', 'pending', 'padahal', 'pembayaran', 'sudah', 'beres', 'kita', 'di', 'suruh', 'menunggu', 'jika', 'pesanan', 'berhasil', 'pasti', 'akan', 'keluar', 'barcode', 'tapi', 'sampai', 'selesai', 'film', 'sama', 'sekali', 'gk', 'keluar', 'barcode', 'nya', 'akhirnya', 'minta', 'penjelasan', 'ke', 'pihak', 'xxi', 'katanya', 'itu', 'dari', 'mtix', 'nya', 'kita', 'di', 'suruh', 'mengadu', 'ke', 'call', 'center', 'nya', 'di', 'hari', 'kerja', 'tapi', 'sekarang', 'pihak', 'mtix', 'terlalu', 'bertele-tele', 'padahal', 'sudah', 'menunjukan', 'bukti', 'tf', 'dan', 'bukti', 'pemesanan']","['beli', 'makan', 'aplikasi', 'ramai', 'guna', 'pesan', 'pending', 'bayar', 'beres', 'suruh', 'tunggu', 'pesan', 'hasil', 'barcode', 'selesai', 'film', 'gk', 'barcode', 'jelas', 'xxi', 'mtix', 'suruh', 'adu', 'call', 'center', 'mtix', 'tele', 'tunjuk', 'bukti', 'tf', 'bukti', 'mesan']",0
good,['good'],['good'],1
so useful👍,"['so', 'useful👍']","['so', 'useful']",1
mantap ni aplikasi,"['mantap', 'ni', 'aplikasi']","['mantap', 'ni', 'aplikasi']",1
sangat membantu,"['sangat', 'membantu']",['bantu'],1
"mantul.... setelah puluhan tahun yl ntn, skrng ntn lagi","['mantul', 'setelah', 'puluhan', 'tahun', 'yl', 'ntn', 'skrng', 'ntn', 'lagi']","['mantul', 'puluh', 'tahun', 'yl', 'ntn', 'skrng', 'ntn']",1
bagusss,['bagusss'],['bagusss'],1
mudah beli tiket. tapi pake admin yaa.. next bisa free biaya tambahan..,"['mudah', 'beli', 'tiket', 'tapi', 'pake', 'admin', 'yaa', 'next', 'bisa', 'free', 'biaya', 'tambahan']","['mudah', 'beli', 'tiket', 'pake', 'admin', 'yaa', 'next', 'free', 'biaya', 'tambah']",1
ok,['ok'],['ok'],1
Semoga aman dan semakin mudah,"['semoga', 'aman', 'dan', 'semakin', 'mudah']","['moga', 'aman', 'mudah']",1
AGAK BINGUNG TAPI TOP LAH FITURNYA.,"['agak', 'bingung', 'tapi', 'top', 'lah', 'fiturnya']","['bingung', 'top', 'fiturnya']",1
ok,['ok'],['ok'],1
bagus membantu,"['bagus', 'membantu']","['bagus', 'bantu']",1
OK,['ok'],['ok'],1
keren,['keren'],['keren'],1
nice apps,"['nice', 'apps']","['nice', 'apps']",1
mantaaap,['mantaaap'],['mantaaap'],1
mantap,['mantap'],['mantap'],1
Alhamdulillah semua jd mudah Aamiin,"['alhamdulillah', 'semua', 'jd', 'mudah', 'aamiin']","['alhamdulillah', 'jd', 'mudah', 'aamiin']",1
cepat booking,"['cepat', 'booking']","['cepat', 'booking']",1
nice,['nice'],['nice'],1
mantap,['mantap'],['mantap'],1
"Luar biasa, sangat praktis dan membantu kepastian tiket. Sukses","['luar', 'biasa', 'sangat', 'praktis', 'dan', 'membantu', 'kepastian', 'tiket', 'sukses']","['praktis', 'bantu', 'pasti', 'tiket', 'sukses']",1
keren,['keren'],['keren'],1
ok,['ok'],['ok'],1
"kalau no telfon sudah ga aktif gabisa kirim di wa :( harus SMS. ini agak jengkel sih, solusinya bisa lewat Gmail ato wa aja.","['kalau', 'no', 'telfon', 'sudah', 'ga', 'aktif', 'gabisa', 'kirim', 'di', 'wa', 'harus', 'sms', 'ini', 'agak', 'jengkel', 'sih', 'solusinya', 'bisa', 'lewat', 'gmail', 'ato', 'wa', 'aja']","['no', 'telfon', 'ga', 'aktif', 'gabisa', 'kirim', 'wa', 'sms', 'jengkel', 'sih', 'solusi', 'gmail', 'ato', 'wa', 'aja']",0
oke,['oke'],['oke'],1
simpel,['simpel'],['simpel'],1
keren,['keren'],['keren'],1
keren,['keren'],['keren'],1
bagus,['bagus'],['bagus'],1
susah bayarnya kenapa mesti upload dulu aplikasi lain.memberatkan memori,"['susah', 'bayarnya', 'kenapa', 'mesti', 'upload', 'dulu', 'aplikasi', 'lain.memberatkan', 'memori']","['susah', 'bayar', 'mesti', 'upload', 'aplikasi', 'lain berat', 'memori']",0
adakan lagi imax 3d di xxi Surabaya,"['adakan', 'lagi', 'imax', '3d', 'di', 'xxi', 'surabaya']","['adakan', 'imax', '3d', 'xxi', 'surabaya']",0
oke,['oke'],['oke'],1
easy booking,"['easy', 'booking']","['easy', 'booking']",1
"good. but fee tiket 4idr is to expensive, 1,5idr is oke","['good', 'but', 'fee', 'tiket', '4idr', 'is', 'to', 'expensive', '1,5idr', 'is', 'oke']","['good', 'but', 'fee', 'tiket', '4idr', 'is', 'to', 'expensive', '1 5idr', 'is', 'oke']",1
"memudahkan pemesanan tiket, irit waktu dan tenaga. thanks M-tix","['memudahkan', 'pemesanan', 'tiket', 'irit', 'waktu', 'dan', 'tenaga', 'thanks', 'm-tix']","['mudah', 'mesan', 'tiket', 'irit', 'waktu', 'tenaga', 'thanks', 'm-tix']",1
mantap,['mantap'],['mantap'],1
praktis dan mudah,"['praktis', 'dan', 'mudah']","['praktis', 'mudah']",1
mantul,['mantul'],['mantul'],1
metode pembayaran sering error,"['metode', 'pembayaran', 'sering', 'error']","['metode', 'bayar', 'error']",0
sangat memudahkan untuk pesan tiketnya,"['sangat', 'memudahkan', 'untuk', 'pesan', 'tiketnya']","['mudah', 'pesan', 'tiket']",1
mantap,['mantap'],['mantap'],1
top,['top'],['top'],1
Bagus,['bagus'],['bagus'],1
bagus dan memudahkan beli tiket,"['bagus', 'dan', 'memudahkan', 'beli', 'tiket']","['bagus', 'mudah', 'beli', 'tiket']",1
m.tix memudahkan untuk memesan tiket gak perlu ngantre dan bisa melihat film2 baru apa ada yg akan tanyang...,"['m.tix', 'memudahkan', 'untuk', 'memesan', 'tiket', 'gak', 'perlu', 'ngantre', 'dan', 'bisa', 'melihat', 'film2', 'baru', 'apa', 'ada', 'yg', 'akan', 'tanyang']","['m tix', 'mudah', 'mes', 'tiket', 'gak', 'ngantre', 'film2', 'yg', 'tanyang']",1
sangat memudahkan,"['sangat', 'memudahkan']",['mudah'],1
bagus 😎👍,['bagus'],['bagus'],1
mantaphhhhh,['mantaphhhhh'],['mantaphhhhh'],1
memudahkan,['memudahkan'],['mudah'],1
bagus,['bagus'],['bagus'],1
good,['good'],['good'],1
Mantap mempermudah beli tiket jd gak ribet lagi ngantri .,"['mantap', 'mempermudah', 'beli', 'tiket', 'jd', 'gak', 'ribet', 'lagi', 'ngantri']","['mantap', 'mudah', 'beli', 'tiket', 'jd', 'gak', 'ribet', 'ngantri']",1
good,['good'],['good'],1
mantap,['mantap'],['mantap'],1
"mudah, lancar","['mudah', 'lancar']","['mudah', 'lancar']",1
awesome,['awesome'],['awesome'],1
comfortable,['comfortable'],['comfortable'],1
top,['top'],['top'],1
ok banget,"['ok', 'banget']","['ok', 'banget']",1
mtix selalu oke punya,"['mtix', 'selalu', 'oke', 'punya']","['mtix', 'oke']",1
oke,['oke'],['oke'],1
all good,"['all', 'good']","['all', 'good']",1
bagus,['bagus'],['bagus'],1
Top,['top'],['top'],1
mahal admin nya,"['mahal', 'admin', 'nya']","['mahal', 'admin']",0
good,['good'],['good'],1
"saldo sudah kepotong, tapi failed, point mtix nggak nambah👎","['saldo', 'sudah', 'kepotong', 'tapi', 'failed', 'point', 'mtix', 'nggak', 'nambah👎']","['saldo', 'potong', 'failed', 'point', 'mtix', 'nggak', 'nambah']",0
