content,score
Asik bangettt,5
Mantap,5
"Kenapa transaksi M-Tix hanya didukung dengan kartu kredit saja? Akan lebih baik jika transfer bank juga difasilitasi seperti halnya transaksi di online shop, baik untuk beli tiket maupun untuk top-up. Update : sekarang bisa bayar lewat e-wallet dan VA.",4
top,5
mantap,5
Rame banget yang beli,5
bagus,5
sangat bagus aplikasinya memudahkan kita memesan tiket bioskop,5
ok,5
sangat memuaskan,5
sering sering promo biar sering nonton jg ....🫰,5
Mantap.,5
good,5
bguss bnget,5
is the best,5
ini aplikasi kesini makin kacau ya. mas film2nya ga ada gambarnya terus ga bisa liat trailernya eror.. ini abis di upload di croscek lagi ga ya.. ngulang2 terus ya,1
keren,4
"tidak ada poster film nya, padahal saya biasanya nilai film dari posternya",1
mohon diperbaiki bug untuk gambar film tidak muncul & trailer film tidak bisa diputar. sudah lama kendala ini di hp saya,5
"foto movie ga muncul, error terus",1
keren,5
"sangat memudahkan dan memuaskan pesan melalui mtix memang cinema XXI sangat brilian menemukan ide-ide,l.goodjob😎📽️🥰",5
baguuus,5
bagus,5
Aplikasinya sangat membantu buat saya kaum males antri dan ribet,5
mantp,5
aplikasinya mulai lemot dan liat trailer film yg mau ditonton juga nggak loading semakin kesini kok semakin lemot aplikasinya ya,1
cakep,5
"Thanks bgt, mempermudah beli tiket secara online dan pelayanan cepat.",5
bagus dan cepat,5
ok,5
ok bgt.,5
"sekarang ko mau liat klip filmnya malah ga bisa di putar, tlng perbaiki IT nya",2
Bagus,5
"apk eror, foto tidak muncul",1
"Sangant membantu sekali,jd tidak mesti antri tiket👍",5
okay banget,5
sediain pembayaran via bca oiii,4
kenapa gak keluar foto gambar?,1
good,5
mantap,5
"lumayan membantu,tapi order 4 Masi aja biaya administrasinya mahal",4
ok,5
PAJAKNYA MAHAL BANGET 4000 RUPIAH PER 1 TIKET 🤣🥲,3
saldo point di m.tix gak pernah dipakai lama langsung hilang sendiri,1
Good aplication xxi,5
keren,5
"poster filmnya tidak mau muncul, aplikasinya tidak bagus, tolong diperbaiki",2
"di XXI Ramayana Cirebon, pas nonton Film Tron Ares, di jadwal jam tayang jam 12:00 tapi sampe jam 12:16 belum juga mulai, bahkan suara apapun or tayangan apapun tidak ada di bioskop. jika memang masih ada kendala, kenapa pintu bioskop udah dibuka? perbaiki dulu aja baru kalo udah siap dibuka. sorry untuk kelas XXI yang milik orang luar negeri yang biasa on time, ini bisa jadi preseden buruk",1
"poster film tidak muncul,, ky ada yg kurng aja kl mw nonton tp poster film tidak muncul. Akhirnya nonton di bioskop sebelah.",2
gut,5
Kenapa poster film-nya selalu tidak mau muncul? Tolong diperbaiki,3
keren,5
demon slayer,5
"mudah penggunaan, banyak promonya",5
lebih simpel dan fluid dibandingkan yang versi 2024,5
kerennn,5
mudah cepat ga antri,5
baguss,5
sistem pembayaran sudah baik.,5
bagus,5
mantaf.... proses nya cepat,5
okee,5
so helpfull,5
okeh manstap..,5
Poster film tidak loading kalau kita pakai kostum DNS di HP.,1
apa gangguan atau gimana masa poster gak keliatan jdi bingung milih filem tolong perbaiki,3
saya sangat menyukai aplikasi ini karena mempermudah transaksi dimana saja,5
mantap,5
the best,5
mahal adminnya,1
mntafff,5
terimakasih,5
keren,5
bagus... pesen tiket jadi mudah ga perlu antri,5
"saya baru nonton di xxi cambridge medan, mendapat pelayanan yg gak mengenakan banget. saya banyak bertanya karena saya tidak tau. bekerja di bidang pelayanan seharusnya bisa memaklumi costumer yg bertanya ya. ini saya bertanya dijawab dengan wajah sinis dgn hembusan nafas berat !! kak delima kalau kami tau, kami gak akan nanya"" kok !! tolong cinema xxi di training lagi karyawannya !!!",2
ini aplikasinya kenapa yaa kok tiba tiba error gak bisa lihat liat filmya,2
"masukan saja,untuk pembelian tiket online kenapa malah ada adminnya mending langsung ke bioskop saja tidak ada admin. jadi untuk kedepannya tolong kalau beli tiket secara online tolong jangan di kasih admin lagi",1
bagus,5
Aplikasi terbaik untuk nonton film bioskop,5
Muanteppp,5
"aplikasi nya bagusss, cmn kok di hp ku ga ada gambar film nya yaaa? pdhl internet lancar lancar aja",5
Jengbangta Suramadung tanenan suramadu,5
"membantu , mantap",5
Good,5
bagus cuma mahal betul charge fee 4 ribu per orang,3
"kenapaa ya semua aplikasi lancar, cima m.tix yang gak bisa kebuka",3
paten x,5
mantap banget,5
sangat bagus dan membantu ketika aku melihat poster film baru tapi tolong perbaiki masalah pada poster filmnya soalnya posternya tidak muncul pada setiap filmnya,5
kerenn 😍,5
bagus,1
good,5
"tempat nya bersih, pelayanan nya juga baik",5
Nice Good Jobs... 👌👍,5
ok,5
sangat membantu untuk penyandang disabilitas sprti aq bisa beli ticketnya secara online dan tidak pakai antri2 apalagi filmnya bagus pasti kalau antri malahan di dapat ticketnya.mantap...terima kasih M.TIX🫰🫰🫰,5
ok,5
System pembayaran mudah. top.,5
sangat membantu,5
ok sippp... lebih cepat dan mudah,5
aplikasi ok,5
"good, byk diskon",5
kantap,5
aplikasi mudah untuk nonton bioskop,5
sangat mudah dan fast response aplikasinya,5
sangat membantu booking tiket tanpa antre,5
"mudah digunakan, Mantapp",5
mantap,5
good,4
👍,5
sangat baik,5
baik,5
"Sangat membantu untuk pembelian tiket, dan saya suka dengan tampilan aplikasinya.",5
Perfect,5
Aplikasi rekomendasi,5
guut,5
Baik,4
keren otomatis gt bayarnya skrg udh lgsg tampil ke mbangking..sukses XXI,5
👍🏼👍🏼,5
"bagus,mempermudah👍🏻",5
"satu kata ""bagus""",5
Sangat Mengagumkan.,5
good services langsung sat set tdk prlu antrian beli tiket ..meski cemilanny harga lumayan 👍👍,4
biar bintang yang berbicara,5
kerennnnn banget M.tix,5
good,5
nice,5
okee lah,5
Sangat membantu,5
mntap,5
"APLIKASI PALING PAYAH. REEDEM TIKET GAK BISA2 TERUS. ANEH, MASUKAN PIN BENAR GAGAL TERUS, GILIRAN SUDAH GANTI PIN DAN ADA TULISAN ""BERHASIL GANTI PIN"" MASIH TETEP GAK BISA REEDEM DENGAN PIN YANG BARU",1
susah digunakan👎... tidak bisa pesan hari berikutnya padahal harus membayar lebih mahal harga tiketnya👎... mahal tiap tiket harus bayar:4000 membuat harga tiket tambah mahal jadinya👎...,1
kenapa XXl Ayani Mega mall Pontianak film horror nya banyak yang tidak di tayang kan..,2
ok,4
aku ingin promo lagi mtix,5
mantab gampang sekaleee,5
simple,5
sangat cepat prosesnya dan tidak perlu antri...,5
mantap..mempermudah untuk pemesanan tiket,5
bagus,5
terbaik,5
Good,5
ok,5
bagus,2
simple but usefull 👍🏻,5
BAGUS BANGET WOILA,5
terbaik 👍,5
Order kenapa gagal padahal uang sudah terpotong,1
"saya kecewa, karna tiket sudah dibeli 1 jam sebelumnya jam 18: 24, tp di refund gaada alesan yg jelas pd saat saya mau scan tiket jam 19:20, hrsnya kl sudah di bocking online, tidak bisa cancel sebelah pihak, pelayanan yg buruk XXI BLOK M PLAZA.",1
ok,5
luar biasa,5
mudah digunakan.,5
ok,5
Aplikasi yg memudahkan untuk pesan tiket nonton jadi tidak perlu ngantri,5
fee terlalu besar,5
mantap membantu,5
mantap 4 bintang dulu kalo ada diskon bintang nya 5,4
good,4
ok,5
sangat Bagus dan mudah digunakan,5
"pembayaran lewat qris, terus tulisannya gagal, tapi saldo bca saya terpotong 98rb , udah keluh kesah gada respon",1
keren,5
banyak voucher,5
okelah,5
ok,5
"senang ad aplikasinya, jadi gampang",5
bagus,5
nice,5
untuk pembayaran masih kurang bervariasi,4
keren,5
good service,5
keren,5
mantap,5
ok,5
luar biasa,5
membantu sekali. semoga bisa lebih baik lagi kedepannya,5
sejauh ini oke,5
voucher nya gacorr 🔥,5
nice,5
saya sudah coba bayar pakai Qris malah gagal dan tidak bisa refund,1
Ok,5
kekomissi yaaa bagus lumayan keren Banget Aplikasi ini unit banget pake buat di jalan hahah 😄😄😄?,5
keren,5
mantap,5
di hp saya ga ada gambar/poster film nya,2
top bgt,5
mantap bisa beli tiket tanpa ngantri,5
best,4
Aplikasi ok banget.,5
promo menarik,5
"Aplikasi yang sederhana untuk membooking dan melihat-lihat film yang sedang tayang dan yang akan tayang. Hanya saja kalau di versi HP android, tidak ada jarak dari lokasi pengguna sampai dengan bioskop-bioskop yang dipilih. Namun, tidak apa karena dapat dilakukan via Google Maps. Semoga ke depannya ada update tentang jarak ini di HP android karena di tablet android sudah ada.",5
Mantap,5
nice,5
good,5
saya mau makan gratis,5
cepat,5
mantap,5
"pesan tiket sambil rebahan, pengoperasiannya mudah",5
b aja si kalo kata gw mah,5
amazing!!!,5
"ko ga bis amiloh tanggal tayang ya? ga bisa diklik , bisanya untuk hari ini saja",3
aplikasi gak berguna gak bs di pake masa pas mau loh in daftar akun baru susah banget,2
Simple tinggal bayar lewat mtix tinggal nonton,5
mantaaap,4
jadi mudah dan mantab,5
nicee,5
bagus Dan memiliki UI Yang mudah dipahami Dan nyaman,4
sangat menunjang proses pembelian ticket bioskop secara online,4
mudah dan cpt untuk beli tiket,5
good,5
"bagus, pembayaran bisa pakai QRis, tolong tambah promonya lagi. Terima kasih.",5
ok,5
"baguss utk pemesanan tickett, gaa pakaii lamaa..",5
"simple,tdk perlu antri",5
"tiba² jadwal di batalin ada kesalahan teknik katanya, masih bisa di maklumin. lah saldo nya udah 5 hari kerja masih blom di kembaliin ini",1
aplikasi praktis,5
baik,5
terimakasih pelayanan sangat baik,5
"lokasi saya tidak ditemukan padahal alamat dan keterangan sudah dibuat tetapi tidak juga ditemukan , sedangkan di pak tix.id bisa kok disini ga bisa",3
mantap,5
semoga bermanfaat,5
maaf saya liat cuplikan film merah putih one for all ditiktok sekitaran 30 detik atau 1 menit kira kira dan saya liat lagi cuplikannya dan liat cuplikannya film siksa kubur kayaknya sekitar 3 detik an kayaknya dan saya liat lagi cuplikan mrh putih one for all sekitaran 2 menit kayaknya atau 1 menit,5
sangat membantu,5
mudah digunakan untuk saya yg pertama kali memakai apk nya,5
gabisaa refund gua salah beli tiket,2
bagus,5
amazing,5
semoga kelak ada bioskop imax thx,5
keren,5
SANGATTTT MEMBANTU MEMPERMUDAH✨️,5
mudah diorder,5
"Klo ga terpaksa bgt males beli tiket melalui m.tix..admin fee nya kemaruk bgt, masa minta admin 4000/tiket, ok ada admin fee tapi setiap transaksi bknnya dihitung per tiket !! semakin byk tiket yg dibeli semakin byk uang pelanggan yg diambil.",1
nice,5
ok,5
mantap,5
Mudah untuk pembelian tiket nya lewat online untuk baru yang pertama kali menggunakannya,4
Mudah digunakan gak perlu ngantri,5
bagus,5
good,5
mantap,5
mantapp🫰🏻🫰🏻,5
gampang bgt pake ini,5
mantap aplikasi xxi,5
good boy,5
banyak mau,1
Sangat mudah,5
okay,5
okey,5
Saya tidak mendapatkan OTP dari SMS dan Whatsapp,1
"good, bisa dapet tiket tanpa ngantri",5
Mantap,5
bedanya sama tix id apa ya?,3
Good,5
so so lah,4
good thanks,5
good,5
mantap,5
like that,5
praktis,5
nice,5
ok,5
ini kok gambar filmnya gak muncul ya? apa error apliksinya?,4
biaya admin mahall,3
bagus,5
no. telpon sudah betul si bilang tidak valid saat ingin membuat akun,2
best,5
bagusss,5
mudah,5
ok,5
bagus bgt ngk ribet kalau mau nonton bioskop,5
oke mantap m.tix-xx1,5
tlol mana otp ny ga masuk masuk lol,1
good,5
semua dipermudah,5
easy payment for movies teater,5
biaya admin perlu pertimbangan untuk diturunkan.,5
kerennnn,5
Good,5
mempermudah pesn tiket trimakasih,5
cukup membantu,5
Mau edit profile aja lama banget loadingnya padahal jaringan bagus. Mau delete account juga lama banget. Semuanya lama!!,1
oke,4
bagus dan responsif..,5
💫,5
saya sangat suka karena tidak ribet,5
Mantap,5
Bagus aplikasinya. 👍,5
Mantap promonya,5
"ini kenapa saya gak bisa ya? login gak bsa, daftar jugaa failed",4
"udah ga asik, tiap mau cek tiket ditawarin makanan dulu",1
ok,5
bagus,5
mempermudah pesen tiket dan lihat jadwal film... jadi ngga usah jauh jauh ke bioskop.,5
ini emg saya yang salah atau sistem yang salah? saya terus terusan gagal login ke m.tix padahal saya sudah memasukkan kode yang diberi oleh kalian? kalian sangat lamban merespon permintaan itu. saya akan sangat menyesal jika saya melewatkan film yang ingin saya tonton. dan itu salah sistem yang tidak mengizinkan saya login ke apk itu.,1
saya sudh melakukan pembayran lwat qris tpi untuk pembelian tiket ny tidak terselesaikan dan saldo saya pun terpotong dan saya tanpa sengaja melakukan pembayaran 2x,2
wooww,5
"sangat baguss, sukaa🫰🏻🫰🏻",5
terbaik,5
mantap,5
bagus,5
Bagus,5
Agak mbulet walau akhirnya bisa,4
ok,5
good,5
selalu beli lewat mtix,5
best recommended👍👍,5
sangat mempermudah pembelian tiket,5
okay,5
nice,5
lemot. saldo blm di refund,1
keren,5
terus tingkatkan performa,5
sangat membantu dan banyak discont nya 😀,5
mantap,5
sangat membantu,5
"Aplikasinya sangat bagus. Membeli tiket sangat mudah dan jelas. Untuk kedepannya tolong tambahkan metode pembayaran seperti Dana, dll",4
"sangat-sangat berguna dan bermanfaat dalam hal pembelian, jadwal tayang film, dan ada keterangan informasi yang lengkap! yang lebih saya suka dari m-tix ini tersedia payment via QRIS!! Sukses selalu serta tingkatkan terus pelayanannya, terima kasih",5
mempersingkat waktu agar tidak mengantri,5
nice,5
"aplikasi busuk!!!! setiap kali instal ulang, saldo selalu 0. history film yg di tonton hilang semua",1
Mantap,5
"kawan yang mempermudah untuk menonton film tapi dengan memastikan tidak kehabisan tiket sebelum pergi ke bioskop,,",5
"mtix bioskop bontang gajelas. di pantengin buat war tiket Kimetsu tanggal 8 ga muncul. pas baru cek lagi ternyata war tiket nya tanggal 7. gimana sih ini, masalahnya di aplikasi atau di bioskop nya. ga jelas banget!!!",1
bagus banget aplikasinya,5
goood,5
mantap,5
Mantaaap,5
baguc,5
Terlalu sering eror,1
mantapp.....,5
krennnn,5
mau bayar ga bisa bisa gagal mulu,1
Nice!!!,5
sangat membatu sekali,5
Fantastis,5
sangat membantu,5
gk tau tapi bagus aja,5
"mntap, dan perbanyak promo dan hadiahnya",5
buat pembayaran pakai smua bank transfer dong,5
kode otp gak bisa masuk,1
baik,5
baik,5
baguss and topp,5
keren,5
mantap,5
keren,5
dipaksa,5
cepat,5
aplikasinya susah kalau kita lupa pin. tolong bantu cara gantinya dong kam,2
AWESOME,5
okehh,5
sangat mudah untuk pembelian,5
easy to use,5
ini m-tik kenapa pas mau beli tiket bioskop malah suruh login Nomor hp lagi deh dulu saya udah daftar loh kenapa disuruh masuk lagi sih mana no hp yg didaftarin hilang bisa pake email aja ga sih,5
mudah,5
bagus,5
really usefull & practical,5
mantap,5
lebih memudahkan dalam pemesanan tiket jadi enak banget dah gitu dapat promo lagi,5
bersifat cepat untuk memesan ticket dan tidak antre,5
"untuk sekarang, ok good",5
"baru kali ini banget liat admin bertanggung jawab. kayak di aplikasi yang lain padahal GK semua dibalesin. terimakasih Mimin m.tix aplikasi nya berguna banget buat lihat film yang baru liris, semangat terus",5
ngincer by one get one nya 😁,4
gampang pesannya semoga banyak LG promonya,5
selalu mau diperbarui,1
mudah,5
"pembayaran qris, keterangan gagal, coba lagi sampe 4 kali qris, ttp gagal. eh pas cek mutasi rekening, saldo kepotong, cuma tiket gagal. gimana ini",1
Love You buy1 get 1,5
"3x pembayaran, status nya gagal. saldo sudah terpotong",1
mudah digunakan,5
"terlalu sering minta di update, setiap mau buka aplikasinya pasti disuruh update dulu baru bisa kebuka tu aplikasi",4
"mau ganti pin yang lupa kok ngak bisa ya, padahal ada saldo di mtix balance nya",3
🤩,5
bagus,5
okey,5
keren,5
easy order,5
ok banget,5
keren,5
aplikasinya mudah digunakan,5
cool app..,5
Cepat dan Efektif,5
adain fitur batalkan pesanan!,1
oke,5
good,5
good,5
caranya mudah order tiket tanpa hrs dtng ke XXI,5
bagus!!,5
terbaikkkkk,5
easy to use,5
"now we have entered the era of AI AGI and AI ASI. I hope m.tix continues to improve and increase its capabilities to become a Super AI, a super AI that can do anything that exceeds humans, an AI that can improve and repair itself, an AI that can analyze and structure documents accurately and in detail to make training on itself or the output that will be produced, an AI that can be fully integrated into the entire system, an AI that can be fully integrated into humanoid robots.",5
josss,5
lebih mudah pesan di sini,5
ok we pokok na mah cuman sayang biaya adminnya kegedean tuh itk beli tiket onlen,5
m.tix minta tolong dong kok saya sudah masukin no kodenya gak bisa bisa ya?,3
baguuss kereenn app nya,5
lebih mudah,5
mudah cepat tanggap,5
praktis,5
mantap,5
"selalu pakee mtix kalo nonton gak ribet, skrg ada free admin 🤏🤏🤏",5
helpfull,5
top mantap is the best!,5
Masukin kode voucher aja ngebug,1
bagus mempermudah beli tiket,5
good Aplikasi,5
keren,5
cukup membantu,5
"makin parah sekarang, dulu kalo mau order tiket harus uninstall appnya gara² gabisa dibuka, hari ini mau order udah di uninstall habistu di install lagi masi gabisa dibuka layar putih parah banget ni app",1
"memudahkan, tanpa harus ke lokasi buat beli tiket",5
Mantap,5
oke,5
good,4
metode pembayaran banyak dan mudah. cara nonton yg praktis tanpa antri tiket.,5
good app,5
good,5
bagus,5
"apaan ini bioskop di Kapuas gak bisa bayar pakai uang tunai fisik lagi, gak suka Saya",1
memudahkan pembelian tiket 🫶,5
dpt harga murah pake promo maybank. mantaap,5
mataaabbbbbb,5
sering sering promo,5
ok,5
"ga bisa login, mau reset pin gabisa",1
good,5
mantap,5
niceeeee,5
very good,5
baik,5
cool,5
nice,5
plssss ada dong demon slayer arc Infinity castle di bioskop kota ku,5
